"implementationBatch","sourceCsvRow","state","priority","category","providerName","proposedSlug","providerRole","officialWebsite","sourceType","candidateRecommendedAction","codexDecision","existingMatchedSlug","existingMatchReason","normalizedDomain","existingDomainSlugs","coverageModel","recommendedZipPrefixesIfKnown","exactZipsIfKnown","addressCheckRequired","shouldCreateMovingTask","shouldShowInNormalRecommendations","shouldShowTrackAsService","riskLevel","codexReason"
"BATCH_3_PROVIDER_CLEANUP_PLANNING","39","AR","High","UTILITY_SEWER","Fayetteville Water and Sewer","fayetteville-sewer","START_STOP_SERVICE_PROVIDER","https://www.fayetteville-ar.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","fayetteville-water","Same Fayetteville water/sewer account as the planned water row; avoid duplicate category rows.","fayetteville-ar.gov","","existing_provider_update","727","","yes","no","no","no","MEDIUM","Same Fayetteville water/sewer account as the planned water row; avoid duplicate category rows."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","40","AR","High","UTILITY_SEWER","Fort Smith Utilities Sewer","fort-smith-sewer","START_STOP_SERVICE_PROVIDER","https://www.fortsmithar.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","fort-smith-water","Same Fort Smith utilities account as the planned water row; avoid duplicate water/sewer providers.","fortsmithar.gov","","existing_provider_update","729","","yes","no","no","no","MEDIUM","Same Fort Smith utilities account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","43","AR","High","UTILITY_SEWER","Rogers Water Utilities Sewer","rogers-sewer-utilities","START_STOP_SERVICE_PROVIDER","https://www.rwu.org","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","rogers-water-utilities","Same Rogers Water Utilities account as the planned water row; avoid duplicate water/sewer providers.","rwu.org","","existing_provider_update","727","","yes","no","no","no","MEDIUM","Same Rogers Water Utilities account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","49","AR","High","UTILITY_TRASH","Fayetteville Recycling and Trash","fayetteville-recycling-trash","START_STOP_SERVICE_PROVIDER","https://www.fayetteville-ar.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","fayetteville-water","Same Fayetteville municipal utility/customer account family as the existing water/sewer row; avoid duplicate category row.","fayetteville-ar.gov","fayetteville-water","existing_provider_update","727","","yes","no","no","no","MEDIUM","Fold into existing Fayetteville Water and Sewer account surface unless a distinct trash customer account is verified."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","50","AR","High","UTILITY_TRASH","Fort Smith Solid Waste Services","fort-smith-solid-waste","START_STOP_SERVICE_PROVIDER","https://www.fortsmithar.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","fort-smith-water","Same Fort Smith municipal utility/customer account family as the existing water row; avoid duplicate provider row.","fortsmithar.gov","fort-smith-water","existing_provider_update","729","","yes","no","no","no","MEDIUM","Fold into existing Fort Smith Utilities account surface unless a distinct solid-waste customer account is verified."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","32","AR","High","UTILITY_WATER","Conway Corp Water","conway-corp-water","START_STOP_SERVICE_PROVIDER","https://www.conwaycorp.com","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","conway-corp-electric","Same Conway Corp multi-utility account/domain as the existing Batch 1 electric row.","conwaycorp.com","conway-corp-electric","existing_provider_update","720","","yes","no","no","no","MEDIUM","Same Conway Corp multi-utility account/domain as the existing Batch 1 electric row."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","39","AZ","High","UTILITY_SEWER","City of Chandler Wastewater","chandler-wastewater","START_STOP_SERVICE_PROVIDER","https://www.chandleraz.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","chandler-water","Same Chandler municipal utility account as the planned water row; avoid duplicate water/sewer providers.","chandleraz.gov","","existing_provider_update","852","","yes","no","no","no","MEDIUM","Same Chandler municipal utility account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","42","AZ","High","UTILITY_SEWER","City of Tempe Wastewater Services","tempe-wastewater","START_STOP_SERVICE_PROVIDER","https://www.tempe.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","tempe-water-services","Same Tempe water services account as the planned water row; avoid duplicate water/sewer providers.","tempe.gov","","existing_provider_update","852","","yes","no","no","no","MEDIUM","Same Tempe water services account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","41","AZ","High","UTILITY_SEWER","Glendale Water Services Sewer","glendale-sewer","START_STOP_SERVICE_PROVIDER","https://www.glendaleaz.com/live/city_services/water_services","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","glendale-water-services","Same Glendale Water Services account as the planned water row; avoid duplicate water/sewer providers.","glendaleaz.com","","existing_provider_update","853","","yes","no","no","no","MEDIUM","Same Glendale Water Services account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","38","AZ","High","UTILITY_SEWER","Scottsdale Water Wastewater","scottsdale-wastewater","START_STOP_SERVICE_PROVIDER","https://www.scottsdaleaz.gov/water","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","scottsdale-water","Same Scottsdale Water account as the planned water row; avoid duplicate water/sewer providers.","scottsdaleaz.gov","","existing_provider_update","852","","yes","no","no","no","MEDIUM","Same Scottsdale Water account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","40","AZ","High","UTILITY_SEWER","Town of Gilbert Wastewater","gilbert-wastewater","START_STOP_SERVICE_PROVIDER","https://www.gilbertaz.gov/departments/public-works/wastewater","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","gilbert-water","Same Gilbert utility account as the planned water row; avoid duplicate water/sewer providers.","gilbertaz.gov","","existing_provider_update","852","","yes","no","no","no","MEDIUM","Same Gilbert utility account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","49","AZ","High","UTILITY_TRASH","City of Chandler Recycling and Trash","chandler-recycling-trash","START_STOP_SERVICE_PROVIDER","https://www.chandleraz.gov/residents/recycling-and-trash","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","chandler-water","Same City of Chandler municipal utility/customer account family as the existing water row; avoid duplicate trash provider.","chandleraz.gov","chandler-water","existing_provider_update","852","","yes","no","no","no","MEDIUM","Fold into existing Chandler utility account surface; no separate customer-account reason was established for Batch 3."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","47","AZ","High","UTILITY_TRASH","City of Mesa Trash and Recycling","mesa-trash-recycling","START_STOP_SERVICE_PROVIDER","https://www.mesaaz.gov/Utilities/Trash-Recycling","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","mesa-utilities","Same City of Mesa utilities/customer-services surface as the existing Mesa Utilities provider.","mesaaz.gov","mesa-utilities","existing_provider_update","852","","yes","no","no","no","MEDIUM","Same City of Mesa utilities/customer-services surface as the existing Mesa Utilities provider."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","46","AZ","High","UTILITY_TRASH","City of Tucson Environmental Services","tucson-environmental-services","START_STOP_SERVICE_PROVIDER","https://www.tucsonaz.gov/Departments/Environmental-Services","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","tucson-water","Current seed already has Tucson Water for the same municipal utility/customer account family; avoid duplicate municipal service row without separate account evidence.","tucsonaz.gov","tucson-water","existing_provider_update","857","","yes","no","no","no","MEDIUM","Fold into existing Tucson Water account surface unless a distinct environmental-services customer account is verified."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","50","AZ","High","UTILITY_TRASH","Gilbert Environmental Services","gilbert-environmental-services","START_STOP_SERVICE_PROVIDER","https://www.gilbertaz.gov/departments/public-works/environmental-services","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","gilbert-water","Same Town of Gilbert utility/customer account family as the existing water row; avoid duplicate environmental-services provider.","gilbertaz.gov","gilbert-water","existing_provider_update","852","","yes","no","no","no","MEDIUM","Fold into existing Gilbert utility account surface unless a distinct solid-waste account action is verified."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","45","AZ","High","UTILITY_TRASH","Phoenix Public Works Solid Waste","phoenix-public-works-solid-waste","START_STOP_SERVICE_PROVIDER","https://www.phoenix.gov/publicworks","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","phoenix-water","Current seed already has Phoenix Water Services for the same municipal utility/customer account family; do not add a separate public-works trash row without distinct account evidence.","phoenix.gov","phoenix-water","existing_provider_update","850","","yes","no","no","no","MEDIUM","Fold into existing Phoenix Water Services account surface; public-works solid-waste row is not a separate Batch 3 provider."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","48","AZ","High","UTILITY_TRASH","Scottsdale Solid Waste Services","scottsdale-solid-waste","START_STOP_SERVICE_PROVIDER","https://www.scottsdaleaz.gov/solid-waste","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","scottsdale-water","Same Scottsdale utility/customer account family as the existing water row; avoid duplicate solid-waste provider.","scottsdaleaz.gov","scottsdale-water","existing_provider_update","852","","yes","no","no","no","MEDIUM","Fold into existing Scottsdale Water account surface unless a distinct solid-waste customer account is verified."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","47","CA","High","UTILITY_SEWER","City of Fresno Wastewater","fresno-wastewater","START_STOP_SERVICE_PROVIDER","https://www.fresno.gov/publicutilities/","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","fresno-water","Same Fresno Public Utilities account as the planned water row; avoid duplicate water/sewer providers.","fresno.gov","","existing_provider_update","937","","yes","no","no","no","MEDIUM","Same Fresno Public Utilities account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","46","CA","High","UTILITY_SEWER","City of Sacramento Sewer","sacramento-sewer","START_STOP_SERVICE_PROVIDER","https://www.cityofsacramento.gov/utilities","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","sacramento-water","Same Sacramento utilities account as the planned water row; avoid duplicate water/sewer providers.","cityofsacramento.gov","","existing_provider_update","958","","yes","no","no","no","MEDIUM","Same Sacramento utilities account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","43","CA","High","UTILITY_SEWER","City of San Diego Public Utilities Wastewater","san-diego-public-utilities-wastewater","START_STOP_SERVICE_PROVIDER","https://www.sandiego.gov/public-utilities","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","san-diego-public-utilities-water","Same San Diego Public Utilities account as the planned water row; avoid duplicate water/sewer providers.","sandiego.gov","","existing_provider_update","919;920;921","","yes","no","no","no","MEDIUM","Same San Diego Public Utilities account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","45","CA","High","UTILITY_SEWER","EBMUD Wastewater","ebmud-wastewater","START_STOP_SERVICE_PROVIDER","https://www.ebmud.com","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","ebmud-water","Same EBMUD customer account family as the planned water row; avoid duplicate water/sewer providers.","ebmud.com","","existing_provider_update","946;947","","yes","no","no","no","MEDIUM","Same EBMUD customer account family as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","42","CA","Critical","UTILITY_SEWER","LA Sanitation and Environment Wastewater","la-sanitation-wastewater","START_STOP_SERVICE_PROVIDER","https://sanitation.lacity.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","ladwp","Existing LADWP row is the City of Los Angeles utility billing/customer account surface; LA Sanitation wastewater should not become a duplicate provider without a distinct account action.","sanitation.lacity.gov","ladwp","existing_provider_update","900;901;913;914;916","","yes","no","no","no","MEDIUM","Fold wastewater planning into the existing LADWP account surface; LA Sanitation row lacks separate customer-account evidence in available artifacts."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","56","CA","High","UTILITY_TRASH","City of Fresno Solid Waste Management","fresno-solid-waste","START_STOP_SERVICE_PROVIDER","https://www.fresno.gov/publicutilities/trash-disposal-recycling/","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","fresno-water","Same Fresno Public Utilities/customer account family as the existing water row; avoid duplicate solid-waste provider.","fresno.gov","fresno-water","existing_provider_update","937","","yes","no","no","no","MEDIUM","Fold into existing City of Fresno Utilities account surface unless a distinct solid-waste customer account is verified."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","55","CA","High","UTILITY_TRASH","City of Sacramento Recycling and Solid Waste","sacramento-recycling-solid-waste","START_STOP_SERVICE_PROVIDER","https://www.cityofsacramento.gov/public-works/RSW","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","sacramento-water","Same City of Sacramento municipal utility/customer account family as the existing water row; avoid duplicate solid-waste provider.","cityofsacramento.gov","sacramento-water","existing_provider_update","958","","yes","no","no","no","MEDIUM","Fold into existing Sacramento utilities account surface unless a distinct recycling/solid-waste customer account is verified."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","52","CA","High","UTILITY_TRASH","LA Sanitation Solid Resources","la-sanitation-solid-resources","START_STOP_SERVICE_PROVIDER","https://sanitation.lacity.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","ladwp","Existing LADWP row is the City of Los Angeles utility billing/customer account surface; LA Sanitation solid-resources should not become a duplicate provider without distinct account evidence.","sanitation.lacity.gov","ladwp","existing_provider_update","900;901;913;914;916","","yes","no","no","no","MEDIUM","Fold solid-resources planning into the existing LADWP account surface; separate customer-account evidence was not present in available artifacts."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","19","CO","High","UTILITY_SEWER","Aurora Water Wastewater","aurora-wastewater","START_STOP_SERVICE_PROVIDER","https://www.auroragov.org/residents/water","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","aurora-water","Same Aurora Water account as the planned water row; avoid duplicate water/sewer providers.","auroragov.org","","existing_provider_update","800;801","","yes","no","no","no","MEDIUM","Same Aurora Water account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","21","CO","High","UTILITY_SEWER","City of Boulder Wastewater Utilities","boulder-wastewater-utilities","START_STOP_SERVICE_PROVIDER","https://bouldercolorado.gov/services/wastewater","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","boulder-water-utilities","Same Boulder utilities account as the planned water row; avoid duplicate water/sewer providers.","bouldercolorado.gov","","existing_provider_update","803","","yes","no","no","no","MEDIUM","Same Boulder utilities account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","18","CO","High","UTILITY_SEWER","Colorado Springs Utilities Wastewater","colorado-springs-utilities-wastewater","START_STOP_SERVICE_PROVIDER","https://www.csu.org","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","colorado-springs-utilities-water","Same Colorado Springs Utilities account as the planned water row; avoid duplicate water/sewer providers.","csu.org","","existing_provider_update","809","","yes","no","no","no","MEDIUM","Same Colorado Springs Utilities account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","20","CO","High","UTILITY_SEWER","Fort Collins Utilities Wastewater","fort-collins-utilities-wastewater","START_STOP_SERVICE_PROVIDER","https://www.fcgov.com/utilities","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","fort-collins-utilities-water","Same Fort Collins Utilities account as the planned water row; avoid duplicate water/sewer providers.","fcgov.com","","existing_provider_update","805","","yes","no","no","no","MEDIUM","Same Fort Collins Utilities account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","38","CT","High","UTILITY_SEWER","Metropolitan District Commission","mdc-ct-sewer","START_STOP_SERVICE_PROVIDER","https://themdc.org","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","mdc-ct-water","Same Metropolitan District account as the planned water row; avoid duplicate water/sewer providers.","themdc.org","","existing_provider_update","060;061","","yes","no","no","no","MEDIUM","Same Metropolitan District account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","31","DC","High","UTILITY_SEWER","DC Water Customer Center Sewer Support","dc-water-sewer-support","START_STOP_SERVICE_PROVIDER","https://www.dcwater.com","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","dc-water","Existing DC Water provider already covers water/sewer account support.","dcwater.com","dc-water","existing_provider_update","200;202;203;204;205","","yes","no","no","no","MEDIUM","Existing DC Water provider already covers water/sewer account support."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","25","DC","High","UTILITY_WATER","DC Water Start or Stop Service","dc-water-start-stop","START_STOP_SERVICE_PROVIDER","https://www.dcwater.com","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","dc-water","Existing DC Water provider already covers the customer account/start-stop surface.","dcwater.com","dc-water","existing_provider_update","200;202;203;204;205","","yes","no","no","no","MEDIUM","Existing DC Water provider already covers the customer account/start-stop surface."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","48","DE","High","UTILITY_SEWER","City of Dover Wastewater","city-of-dover-wastewater","START_STOP_SERVICE_PROVIDER","https://www.cityofdover.gov/departments/CustomerService/utility-services","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","city-of-dover-electric","Same City of Dover utility customer-services surface as the existing Batch 1 electric row.","cityofdover.gov","city-of-dover-electric","existing_provider_update","","19901;19904","yes","no","no","no","MEDIUM","Same City of Dover utility customer-services surface as the existing Batch 1 electric row."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","44","DE","High","UTILITY_SEWER","City of Newark Wastewater","newark-de-wastewater","START_STOP_SERVICE_PROVIDER","https://newarkde.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","city-of-newark-electric","Same City of Newark utility account/domain as the existing Batch 1 electric row.","newarkde.gov","city-of-newark-electric","existing_provider_update","","19711;19713;19716;19717","yes","no","no","no","MEDIUM","Same City of Newark utility account/domain as the existing Batch 1 electric row."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","50","DE","High","UTILITY_SEWER","Lewes Board of Public Works Wastewater","lewes-bpw-wastewater","START_STOP_SERVICE_PROVIDER","https://www.lewesbpwde.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","lewes-bpw-electric","Same Lewes Board of Public Works customer account as the existing Batch 1 electric row.","lewesbpwde.gov","lewes-bpw-electric","existing_provider_update","","19958","yes","no","no","no","MEDIUM","Same Lewes Board of Public Works customer account as the existing Batch 1 electric row."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","49","DE","High","UTILITY_SEWER","Town of Middletown Wastewater","town-of-middletown-wastewater","START_STOP_SERVICE_PROVIDER","https://www.middletown.delaware.gov/departments/Water-Wastewater","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","town-of-middletown-electric","Same Middletown utilities customer account as the existing Batch 1 electric row.","middletown.delaware.gov","town-of-middletown-electric","existing_provider_update","","19709;19734","yes","no","no","no","MEDIUM","Same Middletown utilities customer account as the existing Batch 1 electric row."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","43","DE","High","UTILITY_SEWER","Wilmington Water Utility Wastewater","wilmington-water-wastewater","START_STOP_SERVICE_PROVIDER","https://www.wilmingtondewater.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","wilmington-water-utility","Same Wilmington Water Utility account as the planned water row; avoid duplicate water/sewer providers.","wilmingtondewater.gov","","existing_provider_update","198","","yes","no","no","no","MEDIUM","Same Wilmington Water Utility account as the planned water row; avoid duplicate water/sewer providers."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","60","DE","High","UTILITY_TRASH","City of Dover Sanitation / Recycling","city-of-dover-sanitation","START_STOP_SERVICE_PROVIDER","https://www.cityofdover.gov/sanitation","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","city-of-dover-electric","Same City of Dover municipal utility/customer-services family; avoid a duplicate provider row.","cityofdover.gov","city-of-dover-electric","existing_provider_update","","19901;19904","yes","no","no","no","MEDIUM","Same City of Dover municipal utility/customer-services family; avoid a duplicate provider row."
"BATCH_3_PROVIDER_CLEANUP_PLANNING","59","DE","High","UTILITY_TRASH","City of Newark Refuse and Recycling","newark-de-refuse-recycling","START_STOP_SERVICE_PROVIDER","https://newarkde.gov","official/provider or municipal source from original audit","ADD_MANUAL_REVIEW","UPDATE_EXISTING_ONLY","city-of-newark-electric","Same City of Newark municipal services account/domain; avoid a duplicate provider row.","newarkde.gov","city-of-newark-electric","existing_provider_update","","19711;19713;19716;19717","yes","no","no","no","MEDIUM","Same City of Newark municipal services account/domain; avoid a duplicate provider row."
